3313951	75104	75.1	None
7686086	75103	None	None
8557146	75204	75.11.21	84.11.21
9457704	75203	75.30	84.30
4805311	75104	75.11.13	None
1978778	75103	65.11	64.11
62708	75104	75.11.11	None
4252386	12300	45.2	None
975575	12300	70.32	68.32
1864583	65243	90.00.1	37.00
649498	75204	75.11.8	84.11.8
8451438	75104	75.11.12	84.11.12
9302330	75204	75.11.21	None
2953237	75204	02.01.5	02.10
1965716	12300	93.05	96.09
6622812	75203	75.11.21	84.11.21
3087296	12267	None	35.11.1
1766575	12247	45.21.1	41.20
4058045	12300	52.11	47.11
3934	75404	75.11.31	84.11.3
5945055	75104	75.1	None
4489148	75204	75.11.21	84.11.21
9516301	75103	None	03.21.4
5517884	12300	None	68.32
768875	75203	75.11.21	None
2287093	75104	75.11.13	84.11.13
2256509	12300	70.32.1	68.32.1
9610161	12300	45.11.2	None
4210244	12300	61.10.2	50.20
9377725	12300	51.39	None
2766786	12247	40.10.3	35.13
5344926	12300	02.01.1	None
9388583	12300	65.23	64.99
6979668	65243	41.00.2	36.00.2
7986413	75104	None	None
8451166	12300	45.21	None
1976105	12300	70.32.1	68.32.1
3242904	12300	70.32.1	68.32.1
6968935	12300	70.32.1	68.32.1
6051099	12300	74.11	69.10
187460	12267	None	None
2367322	12267	65.21	64.91
221574	75404	75.11.3	84.11.3
629132	75204	75.11.21	84.11.21
5437707	12300	45.2	None
373284	12247	66.01	65.11
783238	12300	72.40	63.11.1
2073084	12267	40.3	35.3
5893869	12300	28.1	25.1
3092207	12300	45.2	None
8557146	75204	75.11.21	84.11.21
691784	75104	75.11.4	84.11.4
2693905	12300	40.10.2	None
69112	75204	None	None
9534803	75500	80.10.3	None
130607	12247	63.23.4	52.23.19
3734098	None	92.62	93.19
649498	75204	75.11.8	84.11.8
582975	75404	75.11.31	None
3445580	75104	75.1	84.1
8974962	75104	75.11.13	84.11.13
8015901	65243	None	None
3653114	75104	75.11	84.11
2046033	75104	75.22	None
19862	75404	75.11.31	84.11.3
5438470	75104	75.11.12	84.11.12
4953267	12267	01.11	01.11
6878261	75104	75.11.13	84.11.13
730305	12300	52.24	None
3087296	12267	None	35.11.1
8415899	75201	92.62	93.19
8434069	12300	52.11.2	None
221574	75404	75.11.3	84.11.3
2766786	12247	40.10.3	35.13
5388545	20716	70.32.1	68.32.1
3534383	12300	45.21	41.20
2517716	12300	15.20	10.20
785912	75404	75.11.31	None
459026	12300	45.23	41.20
3468421	75104	75.11.12	84.11.12
1487211	12300	15.98.2	None
3513508	75104	75.24	84.24
4800891	12300	51.52	None
7529330	12300	05.01.12	03.11
315433	65241	None	61.10
5051990	12300	70.1	68.1
2287093	75104	75.11.13	84.11.13
5715111	12300	45.21.1	41.20
816555	12247	35.11	30.11
151512	12300	None	41.2
327485	75404	75.11.31	84.11.3
8405110	75104	75.11.4	None
6446167	12300	13.20.41	07.29.41
1933300	12267	None	42.11
4920199	75404	75.11.31	84.11.3
8551661	12300	51.7	None
649498	75204	75.11.8	84.11.8
2209897	12300	20.10	16.10
9389619	65243	90.00.2	38.1
181841	75404	75.11.31	84.11.3
2154991	75404	75.11.31	84.11.3
1836874	20210	None	None
5202915	12300	45.2	41.2
3333806	12300	61.1	50.10
3087296	12267	None	35.11.1
654535	12300	66.03	None
15830	75104	75.22	84.22
4816474	12300	45.21.1	41.20
272873	75404	75.11.31	84.11.3
3598413	75104	75.1	84.1
9585177	75104	75.11.2	84.11.2
2325583	12300	05.01.12	03.11
164292	75104	75.11.4	84.11.4
3430516	75104	75.11.4	84.11.4
5394498	12300	45.21	41.20
3942199	75104	75.11.4	84.11.4
3996945	12300	51.43.1	None
8516784	75104	75.23.4	None
9547905	75104	None	None
6069569	12300	51.19	46.19
9433562	12300	None	None
8551874	75403	85.14	None
3861263	75203	70.32.1	68.32.1
5774727	75104	75.11.4	None
2766786	12247	40.10.3	35.13
895289	12300	61.10.2	50.20
6411255	12300	None	68.32
9401951	75104	75.11.4	84.11.4
5609076	75103	75.30	84.30
5310104	75104	75.11.4	84.11.4
2073084	12267	40.3	35.3
2147591	20716	70.32	68.32
3681207	75104	75.11.2	84.11.2
8977783	12300	50.1	45.1
9469131	12267	35.30.5	None
8973817	12300	45.21	41.20
3907803	75404	75.11.31	None
8996105	12300	60.24	49.4
4083664	12300	51.53	46.73
1071502	75404	75.11.3	84.11.3
2046033	75104	75.22	None
899234	12300	51.64	46.66
9324550	75104	75.11.4	None
6878261	75104	75.11.13	84.11.13
42455	12247	64.20	61.10
1894615	12300	45.21.1	41.20
2495568	12300	28.11	25.11
2715736	12267	65.2	64.9
228606	75404	75.11.31	84.11.3
86496	75104	75.1	84.1
1083391	12267	64.20.11	61.10.1
1194812	12300	52.46.73	None
8582000	12300	70.20.2	68.20.2
